recordId,drugName,condition,date,usefulCount,sideEffects,rating
130004,Levonorgestrel,Birth Control,"January 28, 2015",15,Moderate Side Effects,5
174967,AndroGel,"Hypogonadism, Male","August 10, 2011",39,Moderate Side Effects,3
121731,Venlafaxine,Postpartum Depression,"March 17, 2014",11,Moderate Side Effects,5
63557,Epiduo,Acne,"August 27, 2015",6,Mild Side Effects,1
150590,Sulfamethoxazole / trimethoprim,Acne,"January 7, 2016",8,Moderate Side Effects,4
74441,Ethinyl estradiol / norethindrone,Birth Control,"May 21, 2010",5,Moderate Side Effects,1
208289,Oseltamivir,Influenza,"December 29, 2016",4,Mild Side Effects,5
206292,Mesalamine,"Crohn's Disease, Maintenance","March 8, 2016",4,Moderate Side Effects,5
40233,Savella,ibromyalgia,"May 30, 2016",60,No Side Effects,4
165445,Levonorgestrel,Birth Control,"June 4, 2017",3,Mild Side Effects,5
185986,Desvenlafaxine,Depression,"December 22, 2016",7,Mild Side Effects,3
163105,ella,Emergency Contraception,"April 22, 2016",18,Mild Side Effects,1
86821,Midazolam,Light Sedation,"November 10, 2016",2,Moderate Side Effects,1
139361,Armodafinil,Shift Work Sleep Disorde,"November 6, 2013",22,Mild Side Effects,4
77888,Moxifloxacin,Pneumonia,"February 27, 2008",33,No Side Effects,3
77741,Moxifloxacin,Bronchitis,"April 19, 2012",12,Mild Side Effects,4
117806,Multivitamin with minerals,Vitamin/Mineral Supplementation and Deficiency,"August 14, 2017",2,Extremely Severe Side Effects,1
207477,Suprep Bowel Prep Kit,Bowel Preparation,"March 25, 2017",24,No Side Effects,5
141941,Escitalopram,Depression,"November 17, 2009",272,No Side Effects,5
153900,Amoxicillin,Bronchitis,"January 5, 2011",7,Mild Side Effects,4
82639,Liraglutide,"Diabetes, Type 2","October 3, 2010",21,No Side Effects,4
150873,Sulfamethoxazole / trimethoprim,Bacterial Skin Infection,"June 7, 2011",30,Severe Side Effects,4
207733,Suprep Bowel Prep Kit,Bowel Preparation,"November 8, 2015",3,Mild Side Effects,5
79898,Blisovi Fe 1 / 20,Birth Control,"July 12, 2017",0,No Side Effects,4
181657,Prozac,Anxiety and Stress,"May 25, 2013",193,No Side Effects,5
228356,Butrans,Chronic Pain,"December 20, 2016",17,Mild Side Effects,1
68168,Plan B,Emergency Contraception,"July 17, 2015",8,Moderate Side Effects,5
120920,Venlafaxine,Depression,"November 17, 2017",2,Moderate Side Effects,1
54518,Bupropion / naltrexone,Weight Loss,"July 4, 2017",6,No Side Effects,4
33867,Junel Fe 1 / 20,Birth Control,"April 29, 2016",8,Mild Side Effects,1
175974,Levaquin,Skin or Soft Tissue Infection,"October 29, 2008",9,Mild Side Effects,1
116829,Lamictal,Bipolar Disorde,"February 18, 2015",59,Moderate Side Effects,5
84299,Ethinyl estradiol / norgestimate,Birth Control,"January 24, 2017",1,No Side Effects,4
34646,Minocycline,Acne,"July 18, 2016",4,No Side Effects,4
208486,Clomid,emale Infertility,"June 1, 2016",74,Mild Side Effects,5
106978,Implanon,Birth Control,"November 4, 2013",3,No Side Effects,3
213858,Tioconazole,Vaginal Yeast Infection,"November 9, 2016",6,Moderate Side Effects,4
165938,Levonorgestrel,Birth Control,"February 26, 2017",9,Moderate Side Effects,5
204129,Dilantin,Seizures,"October 17, 2009",14,Moderate Side Effects,2
61690,Citalopram,Depression,"June 28, 2016",11,No Side Effects,4
185512,Saxenda,Obesity,"April 27, 2017",13,Mild Side Effects,1
33616,Microgestin Fe 1 / 20,Birth Control,"August 17, 2013",38,Severe Side Effects,4
102203,Spiriva,"COPD, Maintenance","July 2, 2016",18,No Side Effects,5
223239,Estradiol,Postmenopausal Symptoms,"October 2, 2009",53,Extremely Severe Side Effects,5
27466,Requip,Restless Legs Syndrome,"January 13, 2013",28,No Side Effects,2
59788,NuvaRing,Birth Control,"May 14, 2016",11,Severe Side Effects,2
30649,Miconazole,Vaginal Yeast Infection,"October 7, 2017",7,Moderate Side Effects,1
98143,Nexplanon,Birth Control,"July 24, 2015",1,Mild Side Effects,1
210177,Linzess,Constipation,"January 5, 2017",21,No Side Effects,4
69158,Celebrex,Osteoarthritis,"January 9, 2017",39,Severe Side Effects,4
19954,Macrobid,Urinary Tract Infection,"July 19, 2017",24,No Side Effects,5
17733,Ethinyl estradiol / etonogestrel,Birth Control,"September 5, 2015",6,Mild Side Effects,2
88966,Singulair,Asthma,"August 8, 2017",7,Moderate Side Effects,2
227093,Etonogestrel,Birth Control,"June 6, 2014",9,Mild Side Effects,4
25241,Tofacitinib,Rheumatoid Arthritis,"August 9, 2013",102,No Side Effects,5
212560,Lysine,"Herpes Simplex, Suppression","November 30, 2016",87,No Side Effects,5
154397,Nasacort Allergy 24HR,Allergic Rhinitis,"September 8, 2015",1,Mild Side Effects,2
11589,Pramipexole,Restless Legs Syndrome,"March 14, 2013",55,No Side Effects,5
147649,Alprazolam,Anxiety,"May 14, 2009",36,Mild Side Effects,4
21131,Paliperidone,Bipolar Disorde,"May 1, 2014",5,No Side Effects,3
107125,Implanon,Birth Control,"January 11, 2013",5,Extremely Severe Side Effects,5
228609,Metformin / saxagliptin,min / saxagliptin),"September 19, 2013",14,Mild Side Effects,5
154557,Bunavail,Opiate Dependence,"June 20, 2017",1,Moderate Side Effects,2
71152,Viberzi,Irritable Bowel Syndrome,"September 28, 2016",13,Mild Side Effects,5
12637,Cyclosporine,Keratoconjunctivitis Sicca,"March 7, 2015",28,Severe Side Effects,5
133369,Soolantra,Rosacea,"July 18, 2017",10,No Side Effects,5
130524,Levonorgestrel,Emergency Contraception,"July 13, 2012",19,Extremely Severe Side Effects,5
19297,Pregabalin,Neuropathic Pain,"June 5, 2016",48,No Side Effects,2
136352,Mirvaso,Rosacea,"May 24, 2016",20,Extremely Severe Side Effects,1
120572,Acetaminophen / aspirin / caffeine,Migraine,"November 9, 2009",5,No Side Effects,3
19887,Macrobid,Urinary Tract Infection,"October 4, 2017",19,No Side Effects,1
7149,Aluminum chloride hexahydrate,Hyperhidrosis,"October 25, 2011",0,No Side Effects,2
154933,Metronidazole,Diverticulitis,"March 22, 2017",23,Mild Side Effects,5
186206,Desvenlafaxine,Depression,"July 31, 2013",22,Moderate Side Effects,1
207483,Suprep Bowel Prep Kit,Bowel Preparation,"March 10, 2017",25,Moderate Side Effects,5
134412,Prednisone,Inflammatory Conditions,"June 12, 2012",39,No Side Effects,5
66629,Seroquel,Bipolar Disorde,"February 9, 2017",14,Extremely Severe Side Effects,2
192955,Drospirenone / ethinyl estradiol,Menstrual Disorders,"October 10, 2009",3,No Side Effects,4
188656,ParaGard,Birth Control,"September 22, 2015",12,Moderate Side Effects,5
203390,Halcion,Insomnia,"July 29, 2016",15,No Side Effects,5
146327,Suboxone,Opiate Dependence,"August 8, 2008",30,Mild Side Effects,5
199201,Depo-Provera,Abnormal Uterine Bleeding,"October 29, 2015",7,Extremely Severe Side Effects,1
20854,Ramelteon,Insomnia,"April 15, 2017",11,Mild Side Effects,3
58779,Azelaic acid,Acne,"November 25, 2015",9,No Side Effects,4
200836,Varenicline,Smoking Cessation,"April 28, 2009",6,Moderate Side Effects,5
228109,Etonogestrel,Birth Control,"June 29, 2010",5,Moderate Side Effects,4
122100,Venlafaxine,ibromyalgia,"October 6, 2010",21,Mild Side Effects,3
86593,Invokana,"Diabetes, Type 2","December 15, 2014",27,Moderate Side Effects,3
219814,Amitriptyline,Pain,"June 4, 2017",36,Moderate Side Effects,2
161030,Risperidone,Paranoid Disorde,"March 9, 2015",13,No Side Effects,5
44935,Fluoxetine,Depression,"July 27, 2017",1,Extremely Severe Side Effects,2
36331,Imiquimod,Human Papilloma Virus,"December 8, 2014",49,Severe Side Effects,5
166119,Levonorgestrel,Emergency Contraception,"January 21, 2017",5,Severe Side Effects,1
133083,Tri-Sprintec,Birth Control,"October 3, 2015",4,Mild Side Effects,3
166418,Levonorgestrel,Birth Control,"November 5, 2016",7,No Side Effects,3
218646,Colesevelam,"Diarrhea, Chronic","June 22, 2016",8,No Side Effects,5
113786,Fulvestrant,"Breast Cancer, Metastatic","May 31, 2010",3,Moderate Side Effects,1
194376,Crestor,High Cholesterol,"December 11, 2016",75,Severe Side Effects,2
110306,Nexplanon,Birth Control,"February 29, 2016",5,Mild Side Effects,4
93868,Trintellix,Depression,"September 3, 2017",34,Moderate Side Effects,1
227135,Etonogestrel,Birth Control,"May 26, 2014",6,Mild Side Effects,3
29189,Topiramate,Migraine Prevention,"November 21, 2016",31,No Side Effects,2
23659,Natalizumab,Multiple Sclerosis,"January 14, 2015",75,Extremely Severe Side Effects,5
7276,Aluminum chloride hexahydrate,Hyperhidrosis,"January 5, 2011",0,No Side Effects,5
177585,Duloxetine,Depression,"October 8, 2015",47,Extremely Severe Side Effects,5
24443,Polyethylene glycol 3350 with electrolytes,Bowel Preparation,"June 29, 2016",10,No Side Effects,4
50597,Gabapentin,Bipolar Disorde,"January 6, 2011",59,No Side Effects,4
177724,Duloxetine,ibromyalgia,"January 27, 2015",28,No Side Effects,1
24114,Tretinoin,Acne,"December 26, 2015",21,Mild Side Effects,4
213927,Tioconazole,Vaginal Yeast Infection,"September 21, 2016",8,Moderate Side Effects,1
57360,Oxymorphone,Pain,"February 20, 2012",83,Mild Side Effects,5
53698,Tylenol with Codeine #3,Pain,"September 9, 2016",8,Severe Side Effects,5
229734,Lurasidone,Bipolar Disorde,"June 13, 2012",43,Moderate Side Effects,5
166555,Levonorgestrel,Birth Control,"September 26, 2016",7,Moderate Side Effects,3
35676,Buprenorphine / naloxone,Opiate Dependence,"January 15, 2017",27,Mild Side Effects,5
181693,Prozac,Anxiety and Stress,"July 31, 2011",40,Mild Side Effects,4
68758,Medroxyprogesterone,Birth Control,"November 14, 2016",4,No Side Effects,3
186205,Desvenlafaxine,Depression,"August 4, 2013",39,No Side Effects,5
13696,Amphetamine / dextroamphetamine,ADHD,"March 24, 2010",14,Mild Side Effects,5
198382,Exenatide,"Diabetes, Type 2","March 7, 2017",14,Mild Side Effects,4
158888,TriNessa,Acne,"July 15, 2017",3,Severe Side Effects,2
51193,Azithromycin,Chlamydia Infection,"February 4, 2016",8,No Side Effects,5
16441,Ethinyl estradiol / norethindrone,Birth Control,"January 19, 2016",4,No Side Effects,2
169846,Amitriptyline,Migraine Prevention,"May 9, 2009",80,Mild Side Effects,5
57659,Acetaminophen / hydrocodone,Pain,"November 5, 2015",7,Mild Side Effects,5
185841,Saxenda,Obesity,"November 16, 2015",18,Moderate Side Effects,1
134261,Prednisone,Sinusitis,"August 12, 2016",18,Severe Side Effects,4
88701,Fluticasone,Nasal Polyps,"March 21, 2016",18,Moderate Side Effects,5
131664,Effexor XR,Depression,"June 20, 2016",25,Moderate Side Effects,1
8424,Zolpidem,Insomnia,"March 13, 2013",75,No Side Effects,5
121271,Venlafaxine,Depression,"July 25, 2016",15,Mild Side Effects,3
39978,Contrave,Obesity,"July 15, 2015",4,Moderate Side Effects,5
168897,Vilazodone,Depression,"February 11, 2013",49,No Side Effects,4
51065,Azithromycin,Chlamydia Infection,"September 18, 2016",2,Mild Side Effects,5
37388,Vyvanse,Binge Eating Disorde,"April 4, 2015",17,Mild Side Effects,5
142886,Etonogestrel,Birth Control,"September 13, 2017",6,Severe Side Effects,2
172507,Clonazepam,Anxiety,"March 27, 2016",69,Mild Side Effects,5
99564,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,"July 10, 2017",21,Moderate Side Effects,5
186742,Benicar,High Blood Pressure,"May 27, 2013",94,Mild Side Effects,4
43650,LoSeasonique,Birth Control,"January 30, 2010",16,No Side Effects,1
61355,Citalopram,Depression,"September 18, 2017",4,No Side Effects,4
216912,Lifitegrast,Dry Eye Disease,"March 13, 2017",23,Moderate Side Effects,1
128064,Phentermine,Weight Loss,"June 27, 2016",14,Moderate Side Effects,4
91921,Lyrica,Neuropathic Pain,"October 29, 2015",32,No Side Effects,5
33945,Junel Fe 1 / 20,Birth Control,"January 1, 2015",10,Mild Side Effects,4
23745,Hycodan,Cough,"March 26, 2008",15,Mild Side Effects,5
104315,Ethinyl estradiol / levonorgestrel,Birth Control,"July 17, 2012",3,No Side Effects,5
118361,Naltrexone,ibromyalgia,"August 20, 2013",121,No Side Effects,5
93578,Oxymorphone,Pain,"February 27, 2017",23,No Side Effects,1
18767,Icosapent,Hypertriglyceridemia,"July 19, 2015",20,Extremely Severe Side Effects,3
123118,Azelastine,Allergic Rhinitis,"February 10, 2016",12,Mild Side Effects,1
177193,Duloxetine,Depression,"November 2, 2017",3,Mild Side Effects,1
116211,Adalimumab,Psoriatic Arthritis,"April 8, 2016",26,Mild Side Effects,5
213314,Nuvigil,Chronic Fatigue Syndrome,"March 26, 2011",25,No Side Effects,4
36062,Efinaconazole,"Onychomycosis, Toenail","July 7, 2016",12,No Side Effects,3
58842,Pradaxa,Prevention of Thromboembolism in Atrial Fibrillation,"March 6, 2016",27,Severe Side Effects,5
123045,Avinza,Pain,"September 29, 2009",17,No Side Effects,5
159766,Bactrim,Acne,"November 23, 2016",2,Moderate Side Effects,5
171757,Loratadine,Allergic Rhinitis,"June 4, 2010",29,Mild Side Effects,1
29534,Topiramate,Migraine Prevention,"May 6, 2014",12,Moderate Side Effects,2
61500,Citalopram,Depression,"May 22, 2017",7,Severe Side Effects,2
214388,Tioconazole,Vaginal Yeast Infection,"October 6, 2015",4,Mild Side Effects,1
135804,Percocet,Pain,"November 11, 2012",48,Mild Side Effects,4
179128,Olanzapine,Borderline Personality Disorde,"May 16, 2017",6,Moderate Side Effects,1
227571,Etonogestrel,Birth Control,"August 20, 2012",2,No Side Effects,3
101120,Rexulti,Major Depressive Disorde,"April 24, 2016",32,Moderate Side Effects,1
26572,Sprintec,Birth Control,"June 17, 2013",7,No Side Effects,5
125471,Dulcolax,Constipation,"May 6, 2013",21,Moderate Side Effects,4
9763,Lo Loestrin Fe,Birth Control,"July 23, 2015",1,Moderate Side Effects,5
84319,Ethinyl estradiol / norgestimate,Birth Control,"January 5, 2017",6,Mild Side Effects,1
133872,Sanctura,Overactive Bladde,"January 27, 2016",15,Mild Side Effects,2
202736,Hydroxychloroquine,Systemic Lupus Erythematosus,"May 28, 2014",65,No Side Effects,4
51852,Ustekinumab,Psoriasis,"August 18, 2014",43,Moderate Side Effects,5
212256,Lamotrigine,Bipolar Disorde,"April 10, 2012",9,No Side Effects,5
176266,Lorazepam,Anxiety,"March 27, 2016",20,Extremely Severe Side Effects,5
192324,Drospirenone / ethinyl estradiol,Birth Control,"June 4, 2015",9,Moderate Side Effects,4
218181,Amoxicillin / clavulanate,Sinusitis,"August 27, 2016",40,Mild Side Effects,2
213790,Tioconazole,Vaginal Yeast Infection,"January 18, 2017",1,Moderate Side Effects,5
53365,Clozapine,Schizophrenia,"March 16, 2014",62,Mild Side Effects,5
163330,Benadryl Allergy,Urticaria,"December 10, 2008",7,Mild Side Effects,3
22858,Luminal,Seizures,"December 2, 2016",5,Extremely Severe Side Effects,5
94094,Trintellix,Major Depressive Disorde,"January 20, 2016",26,Mild Side Effects,4
223236,Estradiol,Postmenopausal Symptoms,"October 16, 2009",12,Mild Side Effects,5
23972,Tolterodine,Overactive Bladde,"March 24, 2013",25,Mild Side Effects,5
208854,Belsomra,Insomnia,"August 8, 2016",21,Moderate Side Effects,5
43252,Hydromorphone,Chronic Pain,"May 5, 2014",50,Mild Side Effects,4
76059,Benadryl,Allergic Reactions,"October 28, 2014",17,Moderate Side Effects,4
144539,Etonogestrel,Birth Control,"March 21, 2016",4,Severe Side Effects,1
94361,Trintellix,Depression,"February 3, 2014",88,Moderate Side Effects,4
183904,Mometasone,Allergic Rhinitis,"June 11, 2016",12,No Side Effects,5
128880,Phentermine,Weight Loss,"June 26, 2014",26,Moderate Side Effects,5
38924,Contrave,Obesity,"September 25, 2017",13,Moderate Side Effects,3
53208,Insulin lispro,"Diabetes, Type 2","October 28, 2016",2,Severe Side Effects,1
41300,Acetaminophen / oxycodone,Chronic Pain,"September 22, 2012",67,Extremely Severe Side Effects,4
109134,Nexplanon,Birth Control,"March 31, 2017",1,No Side Effects,3
189679,Oxycodone,Pain,"January 15, 2009",7,Mild Side Effects,5
130364,Levonorgestrel,Birth Control,"September 7, 2013",22,Severe Side Effects,5
99109,Lutera,Birth Control,"April 24, 2013",8,Mild Side Effects,5
139200,Phentermine,Weight Loss,"July 16, 2008",163,No Side Effects,5
201045,Zoloft,Obsessive Compulsive Disorde,"May 10, 2017",13,Mild Side Effects,5
143994,Etonogestrel,Birth Control,"July 28, 2016",3,Mild Side Effects,2
96935,Ambien,Insomnia,"August 14, 2016",30,Mild Side Effects,5
217773,Strattera,ADHD,"November 9, 2015",15,Extremely Severe Side Effects,1
56825,Meclizine,Vertig,"June 21, 2013",47,No Side Effects,2
38250,Albuterol,"Asthma, acute","October 25, 2017",2,No Side Effects,1
192711,Drospirenone / ethinyl estradiol,Polycystic Ovary Syndrome,"March 23, 2011",13,Extremely Severe Side Effects,5
159727,Bactrim,Bacterial Skin Infection,"February 12, 2017",44,Severe Side Effects,4
216578,Sucralfate,Duodenal Ulce,"September 6, 2016",23,No Side Effects,5
184896,Canagliflozin,"Diabetes, Type 2","October 19, 2014",45,No Side Effects,1
111419,Ledipasvir / sofosbuvir,Hepatitis C,"August 24, 2015",28,Moderate Side Effects,1
201218,Zoloft,Social Anxiety Disorde,"August 6, 2016",17,Moderate Side Effects,3
214171,Tioconazole,Vaginal Yeast Infection,"March 24, 2016",1,Extremely Severe Side Effects,1
56889,Meclizine,Vertig,"November 30, 2010",35,No Side Effects,5
100917,Orlistat,Obesity,"November 21, 2009",101,Mild Side Effects,5
94122,Trintellix,Major Depressive Disorde,"February 20, 2016",60,No Side Effects,5
160574,Buspirone,Anxiety,"March 3, 2015",25,Moderate Side Effects,4
207548,Suprep Bowel Prep Kit,Bowel Preparation,"July 15, 2016",10,Mild Side Effects,4
120958,Venlafaxine,Anxiety and Stress,"May 6, 2017",9,Moderate Side Effects,2
96949,Ambien,Insomnia,"March 31, 2016",18,Mild Side Effects,5
50882,Azithromycin,Bronchitis,"May 9, 2017",5,Moderate Side Effects,5
104670,Ethinyl estradiol / levonorgestrel,Birth Control,"March 28, 2011",1,Severe Side Effects,1
2770,Mydayis,ADHD,"September 12, 2017",10,Moderate Side Effects,1
53897,Fluocinolone,Atopic Dermatitis,"June 14, 2012",9,Severe Side Effects,5
22531,Biotin,Dietary Supplementation,"June 20, 2017",6,No Side Effects,5
105627,Methylprednisolone,Dermatologic Lesion,"July 9, 2016",3,Severe Side Effects,3
20386,Metformin / sitagliptin,min / sitagliptin),"September 13, 2015",22,Moderate Side Effects,5
113453,Bisacodyl,Bowel Preparation,"July 16, 2014",4,No Side Effects,5
152301,Ciprofloxacin,Urinary Tract Infection,"June 6, 2014",34,Moderate Side Effects,5
28625,Lexapro,Depression,"May 29, 2011",10,No Side Effects,5
49784,Gabapentin,Bipolar Disorde,"July 20, 2016",88,No Side Effects,5
45060,Fluoxetine,Depression,"December 14, 2016",7,Mild Side Effects,2
6392,Ocella,Birth Control,"December 3, 2015",5,Mild Side Effects,5
4361,Belviq,Weight Loss,"March 30, 2017",15,Mild Side Effects,5
7030,Aluminum chloride hexahydrate,Hyperhidrosis,"September 7, 2014",34,Moderate Side Effects,5
122646,Linaclotide,"Constipation, Chronic","November 19, 2015",34,Mild Side Effects,5
226667,Etonogestrel,Birth Control,"May 19, 2015",6,No Side Effects,1
201713,Zoloft,Panic Disorde,"July 4, 2013",27,Mild Side Effects,1
10649,Spironolactone,Alopecia,"January 14, 2011",133,Mild Side Effects,5
200180,Varenicline,Smoking Cessation,"January 24, 2015",64,Severe Side Effects,5
140213,Bromfed DM,Cough and Nasal Congestion,"December 21, 2013",25,No Side Effects,5
105823,Atomoxetine,ADHD,"September 4, 2016",30,No Side Effects,5
116675,Lamictal,Bipolar Disorde,"May 19, 2017",19,Severe Side Effects,3
119920,Losartan,High Blood Pressure,"July 23, 2015",66,Severe Side Effects,1
87671,Lasix,Edema,"October 9, 2008",81,Mild Side Effects,4
153833,Amoxicillin,Dental Abscess,"March 15, 2014",67,Mild Side Effects,5
7293,Aluminum chloride hexahydrate,Hyperhidrosis,"August 23, 2010",3,Severe Side Effects,1
132429,Ativan,Insomnia,"December 30, 2008",141,No Side Effects,5
19387,Pregabalin,Occipital Neuralgia,"June 17, 2015",8,Mild Side Effects,5
218472,Amoxicillin / clavulanate,Bacterial Infection,"June 5, 2008",44,No Side Effects,5
196903,Paroxetine,Depression,"April 3, 2016",54,No Side Effects,5
159760,Bactrim,Urinary Tract Infection,"December 24, 2016",17,No Side Effects,1
109674,Nexplanon,Birth Control,"August 21, 2016",2,Moderate Side Effects,4
160810,Buspirone,Anxiety,"August 6, 2009",131,Mild Side Effects,5
178030,Duloxetine,Depression,"February 16, 2012",12,No Side Effects,3
15919,Ethinyl estradiol / norethindrone,Birth Control,"July 25, 2016",2,Extremely Severe Side Effects,2
57497,Ethinyl estradiol / ethynodiol,Birth Control,"October 20, 2012",9,Mild Side Effects,5
32205,Wellbutrin XL,Depression,"December 4, 2008",190,No Side Effects,5
232120,Itraconazole,Not Listed / Othe,"July 2, 2016",3,Mild Side Effects,1
218304,Amoxicillin / clavulanate,Otitis Media,"May 15, 2014",10,Moderate Side Effects,5
182460,Mirena,Birth Control,"October 17, 2009",89,No Side Effects,5
188274,ParaGard,Birth Control,"July 31, 2017",8,Mild Side Effects,1
171153,Methylnaltrexone,"Constipation, Drug Induced","December 24, 2013",47,Mild Side Effects,5
185657,Saxenda,Obesity,"October 19, 2016",19,Severe Side Effects,5
15166,Ethinyl estradiol / norethindrone,Birth Control,"May 18, 2017",2,Moderate Side Effects,1
148876,Mirena,Birth Control,"November 16, 2015",10,No Side Effects,4
123884,Skyla,Birth Control,"October 13, 2016",9,Mild Side Effects,5
33182,Microgestin Fe 1 / 20,Birth Control,"May 10, 2017",41,Moderate Side Effects,5
155700,Metronidazole,Bacterial Infection,"December 8, 2009",3,Mild Side Effects,3
129414,Levonorgestrel,Emergency Contraception,"August 7, 2015",1,Severe Side Effects,4
102828,Aripiprazole,Depression,"April 10, 2013",105,Moderate Side Effects,4
64070,Sertraline,Depression,"January 22, 2017",8,No Side Effects,4
125763,Viibryd,Depression,"October 12, 2017",2,No Side Effects,1
182014,Cutivate,Atopic Dermatitis,"October 30, 2011",4,Mild Side Effects,5
117141,Lamictal,Bipolar Disorde,"March 1, 2008",101,Severe Side Effects,5
144505,Etonogestrel,Birth Control,"March 30, 2016",6,No Side Effects,1
197205,Paroxetine,Depression,"October 29, 2013",59,Mild Side Effects,5
72989,Ethinyl estradiol / norethindrone,Acne,"March 31, 2015",6,Moderate Side Effects,1
18786,Cyred,Birth Control,"November 4, 2016",4,Moderate Side Effects,1
194509,Atorvastatin,High Cholesterol,"April 29, 2016",66,Moderate Side Effects,5
81986,Liraglutide,"Diabetes, Type 2","October 17, 2016",53,Severe Side Effects,5
10346,Breo Ellipta,Asthma,"June 30, 2016",10,No Side Effects,5
171506,Wellbutrin,Depression,"September 10, 2015",55,Mild Side Effects,5
145869,Qsymia,Weight Loss,"June 24, 2013",86,Severe Side Effects,5
178934,Victoza,"Diabetes, Type 2","July 19, 2013",22,No Side Effects,1
220166,Amitriptyline,Pain,"July 9, 2015",90,Moderate Side Effects,5
144337,Etonogestrel,Birth Control,"May 4, 2016",0,No Side Effects,1
207639,Suprep Bowel Prep Kit,Bowel Preparation,"June 17, 2016",11,Severe Side Effects,5
89364,Celexa,Anxiety and Stress,"January 17, 2015",42,Severe Side Effects,1
208527,Limbrel,Osteoarthritis,"April 7, 2012",11,Moderate Side Effects,5
35551,Prilosec,GERD,"December 30, 2009",56,Moderate Side Effects,3
51983,Adipex-P,Weight Loss,"July 4, 2015",76,Moderate Side Effects,5
164023,Fluorouracil,Actinic Keratosis,"June 27, 2016",32,Mild Side Effects,5
42973,Talwin Nx,Pain,"March 10, 2017",4,Mild Side Effects,4
76854,Lorcaserin,Weight Loss,"November 12, 2015",90,No Side Effects,5
80215,Benzonatate,Cough,"June 16, 2015",7,Moderate Side Effects,1
175159,Relistor,"Constipation, Drug Induced","November 18, 2014",42,No Side Effects,5
213386,Nuvigil,Chronic Fatigue Syndrome,"July 6, 2009",113,Mild Side Effects,5
42588,Concerta,ADHD,"January 9, 2013",27,Moderate Side Effects,3
970,Pentosan polysulfate sodium,Interstitial Cystitis,"March 7, 2017",26,Moderate Side Effects,4
128914,Phentermine,Weight Loss,"May 14, 2014",34,Mild Side Effects,5
162176,Denosumab,Osteoporosis,"August 26, 2016",126,Extremely Severe Side Effects,1
40250,Savella,ibromyalgia,"November 1, 2015",80,Severe Side Effects,5
48693,Ethinyl estradiol / levonorgestrel,Birth Control,"April 19, 2017",6,No Side Effects,3
209550,Praluent,High Cholesterol,"April 15, 2017",8,Mild Side Effects,5
188437,ParaGard,Birth Control,"March 9, 2017",9,No Side Effects,5
57129,MiraLax,"Constipation, Acute","March 13, 2012",109,No Side Effects,5
218170,Amoxicillin / clavulanate,Upper Respiratory Tract Infection,"September 23, 2016",7,No Side Effects,3
87035,Latuda,Bipolar Disorde,"November 20, 2015",29,Mild Side Effects,5
203119,Fentanyl Transdermal System,Pain,"May 16, 2016",14,Mild Side Effects,4
200616,Varenicline,Smoking Cessation,"July 26, 2009",62,Severe Side Effects,5
48307,Tarceva,Non-Small Cell Lung Cance,"December 18, 2016",33,Moderate Side Effects,5
110922,Farxiga,"Diabetes, Type 2","January 28, 2015",30,No Side Effects,5
65987,Propranolol,Migraine Prevention,"September 29, 2013",14,Mild Side Effects,4
96143,Sertraline,Depression,"October 27, 2011",45,Severe Side Effects,5
153223,Doxycycline,Bacterial Infection,"August 22, 2015",17,Mild Side Effects,5
55500,Belviq,Weight Loss,"June 19, 2013",160,No Side Effects,5
164994,Phentermine / topiramate,Weight Loss,"August 21, 2015",34,Extremely Severe Side Effects,4
89383,Celexa,Anxiety and Stress,"December 11, 2013",49,No Side Effects,3
92656,Ondansetron,Nausea/Vomiting,"August 17, 2008",20,Mild Side Effects,5
146739,Alprazolam,Anxiety,"October 3, 2017",23,No Side Effects,1
184812,Canagliflozin,"Diabetes, Type 2","October 21, 2015",48,Mild Side Effects,5
184058,Hydroxyzine,Pain,"December 20, 2016",10,Moderate Side Effects,5
169939,Halobetasol,Psoriasis,"September 12, 2014",11,No Side Effects,5
180964,Biaxin,Sinusitis,"May 4, 2009",14,Mild Side Effects,1
90423,Docosanol,Herpes Simplex,"January 27, 2017",1,Extremely Severe Side Effects,5
124511,Skyla,Birth Control,"June 1, 2015",7,No Side Effects,2
55000,Bupropion / naltrexone,Weight Loss,"August 1, 2016",20,Mild Side Effects,5
224845,Bupropion,Major Depressive Disorde,"December 29, 2016",12,No Side Effects,3
157309,Kenalog-40,Allergic Rhinitis,"June 25, 2009",21,Mild Side Effects,5
27407,Requip,Restless Legs Syndrome,"November 3, 2015",19,Mild Side Effects,1
168698,Vilazodone,Depression,"December 10, 2015",60,No Side Effects,5
47010,Thyroid desiccated,Underactive Thyroid,"December 16, 2016",108,Extremely Severe Side Effects,5
118647,Drospirenone / ethinyl estradiol,Menstrual Disorders,"November 15, 2017",1,Mild Side Effects,1
159982,Bactrim,Urinary Tract Infection,"September 17, 2009",14,Severe Side Effects,2
145041,Etonogestrel,Birth Control,"December 2, 2015",0,No Side Effects,3
56248,Humira,Psoriatic Arthritis,"January 27, 2016",24,Mild Side Effects,5
138841,Phentermine,Weight Loss,"November 4, 2010",11,Mild Side Effects,5
104397,Ethinyl estradiol / levonorgestrel,Birth Control,"April 3, 2012",0,No Side Effects,4
208790,Belsomra,Insomnia,"December 18, 2016",21,Mild Side Effects,1
118778,Zoloft,Postpartum Depression,"March 31, 2012",21,Moderate Side Effects,5
